GO,CUI
GO:0050888,C1327515
GO:0050881,C1327517
GO:0050883,C1327518
GO:0050885,C1327519
GO:0050884,C1327520
GO:0050882,C1327521
GO:0010047,C1327524
GO:0010183,C1327525
GO:0007623,C1327526
GO:0010200,C1327530
GO:0042769,C1327531
GO:0042770,C1327532
GO:0006978,C1327533
GO:0042772,C1327534
GO:0009961,C1327535
GO:0050981,C1327536
GO:0050982,C1327537
GO:0050919,C1327538
GO:0050923,C1327539
GO:0050925,C1327540
GO:0050924,C1327541
GO:0050929,C1327542
GO:0050918,C1327543
GO:0050926,C1327544
GO:0050928,C1327545
GO:0050927,C1327546
GO:0050930,C1327547
GO:0050920,C1327548
GO:0050922,C1327549
GO:0050921,C1327550
GO:0009995,C1327551
GO:0046898,C1327552
GO:0035094,C1327553
GO:0010035,C1327554
GO:0010036,C1327555
GO:0010037,C1327556
GO:0010157,C1327557
GO:0010038,C1327558
GO:0010044,C1327559
GO:0010164,C1327560
GO:0010039,C1327561
GO:0010040,C1327562
GO:0010041,C1327563
GO:0010042,C1327564
GO:0050787,C1327565
GO:0050788,C1327566
GO:0010045,C1327567
GO:0010043,C1327568
GO:0010167,C1327569
GO:0010033,C1327570
GO:0010034,C1327571
GO:0001101,C1327572
GO:0010127,C1327573
GO:0010188,C1327574
GO:0010046,C1327575
GO:0048060,C1327576
GO:0048061,C1327577
GO:0009959,C1327578
GO:0009958,C1327579
GO:0047484,C1327580
GO:0010193,C1327581
GO:0010196,C1327582
GO:0046957,C1327583
GO:0046956,C1327584
GO:0010114,C1327585
GO:0010165,C1327589
GO:0050826,C1327590
GO:0010048,C1327591
GO:0042742,C1327592
GO:0050829,C1327593
GO:0050830,C1327594
GO:0050831,C1327596
GO:0050832,C1327597
GO:0010112,C1327599
GO:0010113,C1327600
GO:0042832,C1327604
GO:0050688,C1327606
GO:0050687,C1327607
GO:0050689,C1327608
GO:0050691,C1327609
GO:0050690,C1327610
GO:0042594,C1327611
GO:0043052,C1327612
GO:0042596,C1327613
GO:0048265,C1327614
GO:0032940,C1327616
GO:0046903,C1327616
GO:0050482,C1327617
GO:0050708,C1327618
GO:0050709,C1327619
GO:0050714,C1327620
GO:0046819,C1327621
GO:0050789,C1327622
GO:0065007,C1327622
GO:0050790,C1327623
GO:0043086,C1327624
GO:0043105,C1327625
GO:0043085,C1327626
GO:0043547,C1327627
GO:0043104,C1327628
GO:0043095,C1327629
GO:0043087,C1327630
GO:0043087,C1327631
GO:0050792,C1327632
GO:1903900,C1327632
GO:0019068,C1327633
GO:0046741,C1327634
GO:0009590,C1327693
GO:0050910,C1327694
GO:0030508,C1327698
GO:0009487,C1327698
GO:0015038,C1327698
GO:0010205,C1327704
GO:0015478,C1327708
GO:0030428,C1327729
GO:0042720,C1328256
GO:0043011,C1328656
GO:0050817,C1328723
GO:0001529,C1328798
GO:0001528,C1328798
GO:0030023,C1328798
GO:0039703,C1328949
GO:0071529,C1332873
GO:0070166,C1333380
GO:0036387,C1335464
GO:1990099,C1335464
GO:0005209,C1337067
GO:0019015,C1337068
GO:0003687,C1366783
GO:0004898,C1366839
GO:0004897,C1366839
GO:0042405,C1366904
GO:0005818,C1367884
GO:0007530,C1367886
GO:0042309,C1367887
GO:0020013,C1368474
GO:0005829,C1383501
GO:0015182,C1383609
GO:0005712,C1384314
GO:0047154,C1442854
GO:0016798,C1442866
GO:0043686,C1449568
GO:0000087,C1450044
GO:0051327,C1450045
GO:0031497,C1456459
GO:0031039,C1456768
GO:0005759,C1510421
GO:0030104,C1510659
GO:0006970,C1510659
GO:0006200,C1510699
GO:0033051,C1510872
GO:0016525,C1510884
GO:0031701,C1510891
GO:0030183,C1511002
GO:0032019,C1511042
GO:0097541,C1511061
GO:0038159,C1511460
GO:0033052,C1511570
GO:0005126,C1511616
GO:0045918,C1511621
GO:1905642,C1511679
GO:0044030,C1511680
GO:0045738,C1511688
GO:0008156,C1511692
GO:0032502,C1511806
GO:0038128,C1512128
GO:1901523,C1512177
GO:0031769,C1512202
GO:0045721,C1512207
GO:0045820,C1512232
GO:0001695,C1512467
GO:0071887,C1512644
GO:0002695,C1512646
GO:0043066,C1512772
GO:0060077,C1512777
GO:0043647,C1512795
GO:0033627,C1512810
GO:0045836,C1513087
GO:0045835,C1513088
GO:0044425,C1513111
GO:0031115,C1513284
GO:0007026,C1513285
GO:0045840,C1513351
GO:0045839,C1513352
GO:0033028,C1513788
GO:0033033,C1513789
GO:0042701,C1514472
GO:1905344,C1514501
GO:0070628,C1514525
GO:1901661,C1514632
GO:0034337,C1514664
GO:1902679,C1514672
GO:0030162,C1514825
GO:0001972,C1514916
GO:0032197,C1514925
GO:1900269,C1514932
GO:0048863,C1514964
GO:0030217,C1515126
GO:0035936,C1515331
GO:0033077,C1515432
GO:0045061,C1515433
GO:0031893,C1516010
GO:0060048,C1516294
GO:0022408,C1516323
GO:0001953,C1516324
GO:0007162,C1516326
GO:0045786,C1516332
GO:0022403,C1516337
GO:0010942,C1516338
GO:0060548,C1516339
GO:0060546,C1516339
GO:0060547,C1516339
GO:0045597,C1516343
GO:0045596,C1516344
GO:0048469,C1516349
GO:0090343,C1516358
GO:0033554,C1516374
GO:0050922,C1516467
GO:0007064,C1516543
GO:0097278,C1516743
GO:0045916,C1516746
GO:0045806,C1516851
GO:0032811,C1516926
GO:0035937,C1516975
GO:0060076,C1516988
GO:0045920,C1516997
GO:0001654,C1517080
GO:0070317,C1517338
GO:0000075,C1517340
GO:0050811,C1517349
GO:0007186,C1517369
GO:0014009,C1517553
GO:0022886,C1517596
GO:0022809,C1517596
GO:0036100,C1517825
GO:0031774,C1517827
GO:0060173,C1517884
GO:0070227,C1518060
GO:0070229,C1518061
GO:0051250,C1518065
GO:0045839,C1518147
GO:0043490,C1518158
GO:0070481,C1518387
GO:0006303,C1518406
GO:0051783,C1518433
GO:0001651,C1518451
GO:0001652,C1518452
GO:1990917,C1518587
GO:0031628,C1518591
GO:0005838,C1518774
GO:0031856,C1518892
GO:0098595,C1519017
GO:0016559,C1519020
GO:0050765,C1519027
GO:0042326,C1519062
GO:0014063,C1519257
GO:0014064,C1519257
GO:0042429,C1519259
GO:0009968,C1519312
GO:0048536,C1519473
GO:0006413,C1519613
GO:0055085,C1519624
GO:0016567,C1519751
GO:0033151,C1519877
GO:0006623,C1519906
GO:0045098,C1519989
GO:0016055,C1520113
GO:0006473,C1521754
GO:0051325,C1522436
GO:0097208,C1522608
GO:0000212,C1522733
GO:0000254,C1522734
GO:0000812,C1522735
GO:0000813,C1522736
GO:0000814,C1522737
GO:0000815,C1522738
GO:0000817,C1522740
GO:0000818,C1522741
GO:0000819,C1522742
GO:0000927,C1522745
GO:0001406,C1522746
GO:0001407,C1522747
GO:0001408,C1522748
GO:0001409,C1522749
GO:0001411,C1522751
GO:0001927,C1522752
GO:0001928,C1522753
GO:0001929,C1522754
GO:0001930,C1522755
GO:0001932,C1522756
GO:0005570,C1522759
GO:0006269,C1522762
GO:0006807,C1522763
GO:0006910,C1522764
GO:0007051,C1522765
GO:0007052,C1522766
GO:0007458,C1522774
GO:0008544,C1522779
GO:0008583,C1522780
GO:0008685,C1522781
GO:0009573,C1522782
GO:0009856,C1522786
GO:0009940,C1522787
GO:0010210,C1522788
GO:0010211,C1522789
GO:0010212,C1522790
GO:0010213,C1522791
GO:0010214,C1522792
GO:0010215,C1522793
GO:0010216,C1522794
GO:0055079,C1522795
GO:0010218,C1522796
GO:0010219,C1522797
GO:0010220,C1522798
GO:0010221,C1522799
GO:0010222,C1522800
GO:0010223,C1522801
GO:0010224,C1522802
GO:0010225,C1522803
GO:0010226,C1522804
GO:0010227,C1522805
GO:0016081,C1522807
GO:0016330,C1522808
GO:0016541,C1522809
GO:0016539,C1522809
GO:0016587,C1522810
GO:0016731,C1522811
GO:0016732,C1522812
GO:0018102,C1522814
GO:0045682,C1522818
GO:0045683,C1522819
GO:0045684,C1522820
GO:0045851,C1522821
GO:0045852,C1522822
GO:0045879,C1522823
GO:0045880,C1522824
GO:0046590,C1522825
GO:0046591,C1522826
GO:0046602,C1522827
GO:0046603,C1522828
GO:0046604,C1522829
GO:0046685,C1522835
GO:0047290,C1522836
GO:0048053,C1522840
GO:0048055,C1522842
GO:0048057,C1522844
GO:0048072,C1522846
GO:0048076,C1522847
GO:0048077,C1522848
GO:0048078,C1522849
GO:0048306,C1522850
GO:0048307,C1522851
GO:0048308,C1522852
GO:0048309,C1522853
GO:0048310,C1522854
GO:0048311,C1522855
GO:0048312,C1522856
GO:0048313,C1522857
GO:0048314,C1522858
GO:0048315,C1522859
GO:0048316,C1522860
GO:0048317,C1522861
GO:0048318,C1522862
GO:0048319,C1522863
GO:0048320,C1522864
GO:0048321,C1522865
GO:0048322,C1522866
GO:0048323,C1522867
GO:0048327,C1522871
GO:0048331,C1522875
GO:0048332,C1522876
GO:0048333,C1522877
GO:0048338,C1522882
GO:0048339,C1522883
GO:0048340,C1522884
GO:0048341,C1522885
GO:0048352,C1522896
GO:0048353,C1522897
GO:0048354,C1522898
GO:0048355,C1522899
GO:0048356,C1522900
GO:0048357,C1522901
GO:0048358,C1522902
GO:0048359,C1522903
GO:0048360,C1522904
GO:0048361,C1522905
GO:0048362,C1522906
GO:0048363,C1522907
GO:0048365,C1522908
GO:0048366,C1522909
GO:0048367,C1522910
GO:0048368,C1522911
GO:0048369,C1522912
GO:0048370,C1522913
GO:0048371,C1522914
GO:0048372,C1522915
GO:0048373,C1522916
GO:0048374,C1522917
GO:0048377,C1522920
GO:0048381,C1522924
GO:0048382,C1522925
GO:0048383,C1522926
GO:0048384,C1522927
GO:0048385,C1522928
GO:0048386,C1522929
GO:0048387,C1522930
GO:0048388,C1522931
GO:0048389,C1522932
GO:0048390,C1522933
GO:0048391,C1522934
GO:0048392,C1522935
GO:0048393,C1522936
GO:0048394,C1522937
GO:0048398,C1522941
GO:0048402,C1522945
GO:0048403,C1522946
GO:0043121,C1522947
GO:0048406,C1522949
GO:0048407,C1522950
GO:0048408,C1522951
GO:0048437,C1522952
GO:0048438,C1522953
GO:0048439,C1522954
GO:0048440,C1522955
GO:0048441,C1522956
GO:0048442,C1522957
GO:0048443,C1522958
GO:0048444,C1522959
GO:0048445,C1522960
GO:0048446,C1522961
GO:0048447,C1522962
GO:0048448,C1522963
GO:0048449,C1522964
GO:0048450,C1522965
GO:0048451,C1522966
GO:0048452,C1522967
GO:0048453,C1522968
GO:0048454,C1522969
GO:0048455,C1522970
GO:0048456,C1522971
GO:0048457,C1522972
GO:0048458,C1522973
GO:0048459,C1522974
GO:0048460,C1522975
GO:0048461,C1522976
GO:0048462,C1522977
GO:0048463,C1522978
GO:0048465,C1522980
GO:0048467,C1522981
GO:0048472,C1522984
GO:0048473,C1522985
GO:0048474,C1522986
GO:0048475,C1522987
GO:0048476,C1522988
GO:0048478,C1522989
GO:0048479,C1522990
GO:0048480,C1522991
GO:0048481,C1522992
GO:0048482,C1522993
GO:0048483,C1522994
GO:0048484,C1522995
GO:0048485,C1522996
GO:0048486,C1522997
GO:0048487,C1522998
GO:0048491,C1523000
GO:0048493,C1523001
GO:0048494,C1523002
GO:0048495,C1523003
GO:0048496,C1523004
GO:0048497,C1523005
GO:0048498,C1523006
GO:0048499,C1523007
GO:0048501,C1523008
GO:0048502,C1523009
GO:0048503,C1523010
GO:0034235,C1523010
GO:0048504,C1523011
GO:0048505,C1523012
GO:0048506,C1523013
GO:0048507,C1523014
GO:0048508,C1523015
GO:0048509,C1523016
GO:0048511,C1523018
GO:0048512,C1523019
GO:0048514,C1523021
GO:0050994,C1523022
GO:0050995,C1523023
GO:0050996,C1523024
GO:0050997,C1523025
GO:0051000,C1523026
GO:0051002,C1523027
GO:0051003,C1523028
GO:0051004,C1523029
GO:0051005,C1523030
GO:0051006,C1523031
GO:0051007,C1523032
GO:0051008,C1523033
GO:0051009,C1523034
GO:0051010,C1523035
GO:0051011,C1523036
GO:0051012,C1523037
GO:0051013,C1523038
GO:0051014,C1523039
GO:0003789,C1523039
GO:0051015,C1523040
GO:0051016,C1523041
GO:0003783,C1523041
GO:0003782,C1523041
GO:0051693,C1523041
GO:0051018,C1523043
GO:0051019,C1523044
GO:0051020,C1523045
GO:0051021,C1523046
GO:0051022,C1523047
GO:0051023,C1523048
GO:0051024,C1523049
GO:0051025,C1523050
GO:0051027,C1523052
GO:0051028,C1523053
GO:0051029,C1523054
GO:0051030,C1523055
GO:0051031,C1523056
GO:0051032,C1523057
GO:0051033,C1523058
GO:0051034,C1523059
GO:0051035,C1523060
GO:0051037,C1523062
GO:0051038,C1523063
GO:0051039,C1523064
GO:0051040,C1523065
GO:0051041,C1523066
GO:0051042,C1523067
GO:0051043,C1523068
GO:0051044,C1523069
GO:0051045,C1523070
GO:0051046,C1523071
GO:0051047,C1523072
GO:0051048,C1523073
GO:0051049,C1523074
GO:0051050,C1523075
GO:0051051,C1523076
GO:0051052,C1523077
GO:0051053,C1523078
GO:0051054,C1523079
GO:0051055,C1523080
GO:0051056,C1523081
GO:0051057,C1523082
GO:0051058,C1523083
GO:0051059,C1523084
GO:0051061,C1523085
GO:0051062,C1523086
GO:0051063,C1523087
GO:0051064,C1523088
GO:0051065,C1523089
GO:0051066,C1523090
GO:0051067,C1523091
GO:0051068,C1523092
GO:0051069,C1523093
GO:0051070,C1523094
GO:0051071,C1523095
GO:0051072,C1523096
GO:0051073,C1523097
GO:0008818,C1523097
GO:0051074,C1523098
GO:0051075,C1523099
GO:0051077,C1523101
GO:0051078,C1523102
GO:0051079,C1523103
GO:0051080,C1523104
GO:0051081,C1523105
GO:0051082,C1523106
GO:0051083,C1523107
GO:0006605,C1523107
GO:0051085,C1523109
GO:0051086,C1523110
GO:0051087,C1523111
GO:0051088,C1523112
GO:0051089,C1523113
GO:1905255,C1523114
GO:0051090,C1523114
GO:0051091,C1523115
GO:0051092,C1523116
GO:0051095,C1523119
GO:0051096,C1523120
GO:0051097,C1523121
GO:0051098,C1523122
GO:0051099,C1523123
GO:0051100,C1523124
GO:0051101,C1523125
GO:0051102,C1523126
GO:0051103,C1523127
GO:0051104,C1523128
GO:0051105,C1523129
GO:0051106,C1523130
GO:0051107,C1523131
GO:0051108,C1523132
GO:0051109,C1523133
GO:0051110,C1523134
GO:0051111,C1523135
GO:0051112,C1523136
GO:0051113,C1523137
GO:0051114,C1523138
GO:0051115,C1523139
GO:0051116,C1523140
GO:0051117,C1523141
GO:0051118,C1523142
GO:0051120,C1523144
GO:0051121,C1523145
GO:0051122,C1523146
GO:0070897,C1523147
GO:0051124,C1523148
GO:0051125,C1523149
GO:0051126,C1523150
GO:0051127,C1523151
GO:0051128,C1523152
GO:0051129,C1523153
GO:0051130,C1523154
GO:0051132,C1523156
GO:0051133,C1523157
GO:0051134,C1523158
GO:0051135,C1523159
GO:0051136,C1523160
GO:0051137,C1523161
GO:0051138,C1523162
GO:0051139,C1523163
GO:0051140,C1523164
GO:0051141,C1523165
GO:0051142,C1523166
GO:0051143,C1523167
GO:0051144,C1523168
GO:0051145,C1523169
GO:0051146,C1523170
GO:0051147,C1523171
GO:0051148,C1523172
GO:0051149,C1523173
GO:0051150,C1523174
GO:0051151,C1523175
GO:0051152,C1523176
GO:0051153,C1523177
GO:0051154,C1523178
GO:0051155,C1523179
GO:0051156,C1523180
GO:0051157,C1523181
GO:0051158,C1523182
GO:0051159,C1523183
GO:0019528,C1523183
GO:0051160,C1523184
GO:0051161,C1523185
GO:0051162,C1523186
GO:0051163,C1523187
GO:0051164,C1523188
GO:0051165,C1523189
GO:0051166,C1523190
GO:0051167,C1523191
GO:0051171,C1523192
GO:0051172,C1523193
GO:0051173,C1523194
GO:0051174,C1523195
GO:0051175,C1523196
GO:0051176,C1523197
GO:0051177,C1523198
GO:0051178,C1523199
GO:0051180,C1523200
GO:0051181,C1523201
GO:0051182,C1523202
GO:0051184,C1523204
GO:0051185,C1523205
GO:0051186,C1523206
GO:0051187,C1523207
GO:0051188,C1523208
GO:0051189,C1523209
GO:0051190,C1523210
GO:0051191,C1523211
GO:0051192,C1523212
GO:0051193,C1523213
GO:0051194,C1523214
GO:0051195,C1523215
GO:0051196,C1523216
GO:0051197,C1523217
GO:0051198,C1523218
GO:0051199,C1523219
GO:0051200,C1523220
GO:0051201,C1523221
GO:0051202,C1523222
GO:0051203,C1523223
GO:0051204,C1523224
GO:0051205,C1523225
GO:0051206,C1523226
GO:0051208,C1523228
GO:0051210,C1523229
GO:0051211,C1523230
GO:0051212,C1523231
GO:0051213,C1523232
GO:0051214,C1523233
GO:0051215,C1523234
GO:0051217,C1523235
GO:0051218,C1523236
GO:0051219,C1523237
GO:0051220,C1523238
GO:0051221,C1523239
GO:0051222,C1523240
GO:0051223,C1523241
GO:0051224,C1523242
GO:0051228,C1523243
GO:0051229,C1523244
GO:0051230,C1523245
GO:0051231,C1523246
GO:0051232,C1523247
GO:0051233,C1523248
GO:0051234,C1523249
GO:0051236,C1523250
GO:0051237,C1523251
GO:0051238,C1523252
GO:0051245,C1523259
GO:0051246,C1523260
GO:0051247,C1523261
GO:0051248,C1523262
GO:0051249,C1523263
GO:0051251,C1523265
GO:0051252,C1523266
GO:0051253,C1523267
GO:0051254,C1523268
GO:0051255,C1523269
GO:0051256,C1523270
GO:0051257,C1523271
GO:0051258,C1523272
GO:0051259,C1523273
GO:0051260,C1523274
GO:0051261,C1523275
GO:0051262,C1523276
GO:0051263,C1523277
GO:0051264,C1523278
GO:0051265,C1523279
GO:0051266,C1523280
GO:0051268,C1523282
GO:0051269,C1523283
GO:0051270,C1523284
GO:0051273,C1523287
GO:0051274,C1523288
GO:0051275,C1523289
GO:0051276,C1523290
GO:0000506,C1523292
GO:0001745,C1523293
GO:0001748,C1523294
GO:0001752,C1523297
GO:0001837,C1523298
GO:0060231,C1523298
GO:0001838,C1523299
GO:0001839,C1523300
GO:0001842,C1523302
GO:0001843,C1523303
GO:0001845,C1523305
GO:0001846,C1523306
GO:0001847,C1523307
GO:0001848,C1523308
GO:0001849,C1523309
GO:0001850,C1523310
GO:0001851,C1523311
GO:0001852,C1523312
GO:0001853,C1523313
GO:0001854,C1523314
GO:0001855,C1523315
GO:0001856,C1523316
GO:0001857,C1523317
GO:0001858,C1523318
GO:0001859,C1523319
GO:0001860,C1523320
GO:0001861,C1523321
GO:0001862,C1523322
GO:0001863,C1523323
GO:0001864,C1523324
GO:0001865,C1523325
GO:0001866,C1523326
GO:0001867,C1523327
GO:0001868,C1523328
GO:0001869,C1523329
GO:0001870,C1523330
GO:0001871,C1523331
GO:0001872,C1523332
GO:0001873,C1523333
GO:0001874,C1523334
GO:0001875,C1523335
GO:0001876,C1523336
GO:0001877,C1523337
GO:0001878,C1523338
GO:0001880,C1523339
GO:0001882,C1523340
GO:0001883,C1523341
GO:0001884,C1523342
GO:0001885,C1523343
GO:0001886,C1523344
GO:0001887,C1523345
GO:0001888,C1523346
GO:0001889,C1523347
GO:0001891,C1523348
GO:0001892,C1523349
GO:0001893,C1523350
GO:0001894,C1523351
GO:0051715,C1523357
GO:0051710,C1523358
GO:0051713,C1523359
GO:0051714,C1523360
GO:0001905,C1523361
GO:0031640,C1523363
GO:0001909,C1523364
GO:0001910,C1523365
GO:0001911,C1523366
GO:0001912,C1523367
GO:0001913,C1523368
GO:0001914,C1523369
GO:0001915,C1523370
GO:0001916,C1523371
GO:0001917,C1523372
GO:0001918,C1523373
GO:0001919,C1523374
GO:0001920,C1523375
GO:0001921,C1523376
GO:0001922,C1523377
GO:0001923,C1523378
GO:0001924,C1523379
GO:0001925,C1523380
GO:0001926,C1523381
GO:0004878,C1523382
GO:0005176,C1523383
GO:0005941,C1523384
GO:0005967,C1523385
GO:0007225,C1523386
GO:0019488,C1523388
GO:0030062,C1523389
GO:0030326,C1523390
GO:0030538,C1523391
GO:0030579,C1523392
GO:0030909,C1523393
GO:0030910,C1523394
GO:0030911,C1523395
GO:0030912,C1523396
GO:0030913,C1523397
GO:0030914,C1523398
GO:0030915,C1523399
GO:0030916,C1523400
GO:0030917,C1523401
GO:0030919,C1523402
GO:0030920,C1523403
GO:0030921,C1523404
GO:0030922,C1523405
GO:0030923,C1523406
GO:0030924,C1523407
GO:0030925,C1523408
GO:0030926,C1523409
GO:0030927,C1523410
GO:0030929,C1523412
GO:0030930,C1523413
GO:0030931,C1523414
GO:0030932,C1523415
GO:0030933,C1523416
GO:0030934,C1523417
GO:0030935,C1523418
GO:0030936,C1523419
GO:0030939,C1523420
GO:0048571,C1523420
GO:0030940,C1523421
GO:0048572,C1523421
GO:0030941,C1523422
GO:0030942,C1523423
GO:0030943,C1523424
GO:0030944,C1523425
GO:0030945,C1523426
GO:0030946,C1523427
GO:0030947,C1523428
GO:0030948,C1523429
GO:0030949,C1523430
GO:0030950,C1523431
GO:0030951,C1523432
GO:0030952,C1523433
GO:0030953,C1523434
GO:0030955,C1523436
GO:0030956,C1523437
GO:0030957,C1523438
GO:0030958,C1523439
GO:0030959,C1523440
GO:0030960,C1523441
GO:0030962,C1523442
GO:0030963,C1523443
GO:0030965,C1523445
GO:0030969,C1523449
GO:0030970,C1523450
GO:0030971,C1523451
GO:0030972,C1523452
GO:0030973,C1523453
GO:0030974,C1523454
GO:0030975,C1523455
GO:0030976,C1523456
GO:0030977,C1523457
GO:0030978,C1523458
GO:0030979,C1523459
GO:0030980,C1523460
GO:0030981,C1523461
GO:0030982,C1523462
GO:0030983,C1523463
GO:0030984,C1523464
GO:0030985,C1523465
GO:0030986,C1523466
GO:0030987,C1523467
GO:0030988,C1523468
GO:0030989,C1523469
GO:0030990,C1523470
GO:0030991,C1523471
GO:0030992,C1523472
GO:0030993,C1523473
GO:0030994,C1523474
GO:0030995,C1523475
GO:0030996,C1523476
GO:0030997,C1523477
GO:0030998,C1523478
GO:0030999,C1523479
GO:0031000,C1523480
GO:0031001,C1523481
GO:0031002,C1523482
GO:0031003,C1523483
GO:0031004,C1523484
GO:0031005,C1523485
GO:0031005,C1523486
GO:0031009,C1523489
GO:0031011,C1523491
GO:0031013,C1523492
GO:0031014,C1523493
GO:0031015,C1523494
GO:0031016,C1523495
GO:0031017,C1523496
GO:0031018,C1523497
GO:0031019,C1523498
GO:0031020,C1523499
GO:0031021,C1523500
GO:0031022,C1523501
GO:0031023,C1523502
GO:0031024,C1523503
GO:0031025,C1523504
GO:0031026,C1523505
GO:0031027,C1523506
GO:0031029,C1523507
GO:0031032,C1523510
GO:0031033,C1523511
GO:0031034,C1523512
GO:0031035,C1523513
GO:0031036,C1523514
GO:0031037,C1523515
GO:0031038,C1523516
GO:0031041,C1523517
GO:0031042,C1523518
GO:0031043,C1523519
GO:0031044,C1523520
GO:0031047,C1523523
GO:0031048,C1523524
GO:0031049,C1523525
GO:0031050,C1523526
GO:0031051,C1523527
GO:0031053,C1523528
GO:0031054,C1523529
GO:0031055,C1523530
GO:0031056,C1523531
GO:0031057,C1523532
GO:0031058,C1523533
GO:0031059,C1523534
GO:0031060,C1523535
GO:0031061,C1523536
GO:0031062,C1523537
GO:0031063,C1523538
GO:0031064,C1523539
GO:0031065,C1523540
GO:0031066,C1523541
GO:0031067,C1523542
GO:0031068,C1523543
GO:0031069,C1523544
GO:0031070,C1523545
GO:0031072,C1523546
GO:0031073,C1523547
GO:0031074,C1523548
GO:0048596,C1523550
GO:0048597,C1523551
GO:0031078,C1523552
GO:0031079,C1523553
GO:0031080,C1523554
GO:0031081,C1523555
GO:0031082,C1523556
GO:0031083,C1523557
GO:0031084,C1523558
GO:0031085,C1523559
GO:0031086,C1523560
GO:0031087,C1523561
GO:0035099,C1523562
GO:0035107,C1523563
GO:0035109,C1523564
GO:0035113,C1523565
GO:0035114,C1523566
GO:0035115,C1523567
GO:0035116,C1523568
GO:0035115,C1523569
GO:0035118,C1523570
GO:0035119,C1523571
GO:0035120,C1523572
GO:0035121,C1523573
GO:0035122,C1523574
GO:0035123,C1523575
GO:0035124,C1523576
GO:0035125,C1523577
GO:0035126,C1523578
GO:0035127,C1523579
GO:0035128,C1523580
GO:0035129,C1523581
GO:0035130,C1523582
GO:0035131,C1523583
GO:0035132,C1523584
GO:0035133,C1523585
GO:0035134,C1523586
GO:0035135,C1523587
GO:0035136,C1523588
GO:0035137,C1523589
GO:0035138,C1523590
GO:0035139,C1523591
GO:0035136,C1523592
GO:0035141,C1523593
GO:0035142,C1523594
GO:0035143,C1523595
GO:0035144,C1523596
GO:0035146,C1523597
GO:0035147,C1523598
GO:0035148,C1523599
GO:0035149,C1523600
GO:0035150,C1523601
GO:0035151,C1523602
GO:0035152,C1523603
GO:0035153,C1523604
GO:0035154,C1523605
GO:0035155,C1523606
GO:0035156,C1523607
GO:0035157,C1523608
GO:0035158,C1523609
GO:0035159,C1523610
GO:0035160,C1523611
GO:0035161,C1523612
GO:0035162,C1523613
GO:0035163,C1523614
GO:0035164,C1523615
GO:0035165,C1523616
GO:0035166,C1523617
GO:0035168,C1523619
GO:0035169,C1523620
GO:0035170,C1523621
GO:0035171,C1523622
GO:0035172,C1523623
GO:0035173,C1523624
GO:0035174,C1523625
GO:0035175,C1523626
GO:0035177,C1523627
GO:0035178,C1523628
GO:0035179,C1523629
GO:0035180,C1523630
GO:0035181,C1523631
GO:0035184,C1523634
GO:0035185,C1523635
GO:0035186,C1523636
GO:0035187,C1523637
GO:0035189,C1523638
GO:0035190,C1523639
GO:0035191,C1523640
GO:0035192,C1523641
GO:0035193,C1523642
GO:0035194,C1523643
GO:0035195,C1523644
GO:0035196,C1523645
GO:0035197,C1523646
GO:0035198,C1523647
GO:0035199,C1523648
GO:0035200,C1523649
GO:0035201,C1523650
GO:0035202,C1523651
GO:0035203,C1523652
GO:0035204,C1523653
GO:0035205,C1523654
GO:0035206,C1523655
GO:0035207,C1523656
GO:0035208,C1523657
GO:0035209,C1523658
GO:0035210,C1523659
